ORDERNUMBER,ORDERDATE,STATUS,SALES,TOTAL_SALES
10139,7/16/2003 0:00,Shipped,3184.94,3100.0
10149,9/12/2003 0:00,Shipped,5907.5,5000.0
10162,10/18/2003 0:00,Shipped,4389.12,4389.12
10173,11/5/2003 0:00,Shipped,5036.16,4300.0
10182,11/12/2003 0:00,Shipped,2183.25,2183.25
10193,11/21/2003 0:00,Shipped,3106.88,2800.0
10205,12/3/2003 0:00,Shipped,3735.72,3600.0
10215,1/29/2004 0:00,Shipped,2413.26,2413.26
10227,3/2/2004 0:00,Shipped,2953.75,2500.0
10244,4/29/2004 0:00,Shipped,4684.8,4000.0
10256,6/8/2004 0:00,Shipped,3248.7,3248.7
10280,8/17/2004 0:00,Shipped,5239.5,5000.0
10289,9/3/2004 0:00,Shipped,4567.98,3800.0
10304,10/11/2004 0:00,Shipped,3535.35,3535.35
10312,10/21/2004 0:00,Shipped,3843.34,3843.34
10322,11/4/2004 0:00,Shipped,3710.9,3710.9
10332,11/17/2004 0:00,Shipped,4375.98,4375.98
10346,11/29/2004 0:00,Shipped,1516.62,1516.62
10356,12/9/2004 0:00,Shipped,2509.0,2509.0
10369,1/20/2005 0:00,Shipped,9240.44,4400.0
10380,2/16/2005 0:00,Shipped,2515.32,2515.32
10391,3/9/2005 0:00,Shipped,5548.9,3500.0
10422,5/30/2005 0:00,In Process,4873.05,4873.05
10102,1/10/2003 0:00,Shipped,2055.74,2055.74
10111,3/25/2003 0:00,Shipped,2354.88,2354.88
10126,5/28/2003 0:00,Shipped,2309.58,2309.58
10139,7/16/2003 0:00,Shipped,2113.37,2113.3700000000003
10149,9/12/2003 0:00,Shipped,1746.6,1746.6
10162,10/18/2003 0:00,Shipped,2304.45,2304.45
10173,11/5/2003 0:00,Shipped,2122.08,2122.08
10182,11/12/2003 0:00,Shipped,1742.4,1742.4
10193,11/21/2003 0:00,Shipped,2455.02,2455.02
10205,12/3/2003 0:00,Shipped,3053.28,3053.28
10215,1/29/2004 0:00,Shipped,1423.29,1423.2900000000002
10227,3/2/2004 0:00,Shipped,1504.12,1504.12
10244,4/29/2004 0:00,Shipped,1164.4,1164.4
10256,6/8/2004 0:00,Shipped,1500.75,1500.75
10280,8/17/2004 0:00,Shipped,1557.36,1557.36
10289,9/3/2004 0:00,Shipped,1345.68,1345.68
10304,10/11/2004 0:00,Shipped,1795.24,1795.24
10312,10/21/2004 0:00,Shipped,1105.25,1105.25
10322,11/4/2004 0:00,Shipped,2364.88,2364.88
10332,11/17/2004 0:00,Shipped,2427.03,2427.03
10347,11/29/2004 0:00,Shipped,1237.95,1237.95
10356,12/9/2004 0:00,Shipped,1593.02,1593.02
10369,1/20/2005 0:00,Shipped,3156.16,3156.16
10381,2/17/2005 0:00,Shipped,1320.75,1320.75
10391,3/9/2005 0:00,Shipped,4998.0,4200.0
10422,5/30/2005 0:00,In Process,1293.75,1293.75
10110,3/18/2003 0:00,Shipped,5433.08,3700.0
10123,5/20/2003 0:00,Shipped,3073.72,2600.0
10137,7/10/2003 0:00,Shipped,4380.2,4380.2
10148,9/11/2003 0:00,Shipped,5848.68,4700.0
10161,10/17/2003 0:00,Shipped,6153.73,4300.0
10172,11/5/2003 0:00,Shipped,4965.24,4200.0
10181,11/12/2003 0:00,Shipped,5435.64,4200.0
10192,11/20/2003 0:00,Shipped,4258.36,2900.0
10204,12/2/2003 0:00,Shipped,4032.0,4000.0
10212,1/16/2004 0:00,Shipped,4492.36,3800.0
10226,2/26/2004 0:00,Shipped,4161.38,3800.0
10241,4/13/2004 0:00,Shipped,2508.66,2100.0
10253,6/1/2004 0:00,Cancelled,3374.88,2400.0
10266,7/6/2004 0:00,Shipped,5196.6,3600.0
10278,8/6/2004 0:00,Shipped,2604.52,2300.0
10288,9/1/2004 0:00,Shipped,2936.8,2000.0
10301,10/5/2003 0:00,Shipped,3424.64,3200.0
10311,10/16/2004 0:00,Shipped,2923.2,2900.0
10321,11/4/2004 0:00,Shipped,4489.76,4400.0
10331,11/17/2004 0:00,Shipped,4849.24,4400.0
10343,11/24/2004 0:00,Shipped,5848.92,3600.0
10367,1/12/2005 0:00,Resolved,2758.7,2758.7
10378,2/10/2005 0:00,Shipped,1449.76,1449.76
10407,4/22/2005 0:00,On Hold,7048.14,5900.0
10419,5/17/2005 0:00,Shipped,5202.94,3700.0
10106,2/17/2003 0:00,Shipped,5279.4,3600.0
10119,4/28/2003 0:00,Shipped,6916.12,4300.0
10131,6/16/2003 0:00,Shipped,2781.66,2100.0
10143,8/10/2003 0:00,Shipped,5248.0,3200.0
10155,10/6/2003 0:00,Shipped,6531.44,3800.0
10167,10/23/2003 0:00,Cancelled,5763.72,4300.0
10178,11/8/2003 0:00,Shipped,6490.68,4200.0
10186,11/14/2003 0:00,Shipped,6004.8,3200.0
10198,11/27/2003 0:00,Shipped,7483.98,4200.0
10210,1/12/2004 0:00,Shipped,5719.5,3100.0
10222,2/19/2004 0:00,Shipped,6954.08,4900.0
10250,5/11/2004 0:00,Shipped,8160.3,4500.0
10262,6/24/2004 0:00,Cancelled,6567.96,4900.0
10274,7/21/2004 0:00,Shipped,6724.0,4100.0
10284,8/21/2004 0:00,Shipped,5747.85,4500.0
10296,9/15/2004 0:00,Shipped,5676.84,3600.0
10307,10/14/2004 0:00,Shipped,7379.97,3900.0
10316,11/1/2004 0:00,Shipped,3704.13,2700.0
10327,11/10/2004 0:00,Resolved,2804.75,2500.0
10338,11/22/2004 0:00,Shipped,5624.79,4100.0
10351,12/3/2004 0:00,Shipped,3881.28,3881.28
10373,1/31/2005 0:00,Shipped,1611.4,1611.4
10386,3/1/2005 0:00,Resolved,1364.25,1364.25
10398,3/30/2005 0:00,Shipped,4215.09,3300.0
10400,4/1/2005 0:00,Shipped,6433.82,3400.0
10416,5/10/2005 0:00,Shipped,4352.16,2400.0
10100,1/6/2003 0:00,Shipped,5151.0,3000.0
10110,3/18/2003 0:00,Shipped,6069.0,4200.0
10124,5/21/2003 0:00,Shipped,2856.0,2100.0
10149,9/12/2003 0:00,Shipped,5375.4,3400.0
10162,10/18/2003 0:00,Shipped,5176.5,2900.0
10173,11/5/2003 0:00,Shipped,3508.8,2400.0
10182,11/12/2003 0:00,Shipped,7554.8,4400.0
10193,11/21/2003 0:00,Shipped,3141.6,2100.0
10204,12/2/2003 0:00,Shipped,5890.5,3300.0
10214,1/26/2004 0:00,Shipped,5967.0,3000.0
10227,3/2/2004 0:00,Shipped,3712.8,2600.0
10241,4/13/2004 0:00,Shipped,7597.3,4100.0
10280,8/17/2004 0:00,Shipped,3668.6,2600.0
10288,9/1/2004 0:00,Shipped,5875.2,3200.0
10302,10/6/2003 0:00,Shipped,7310.0,4300.0
10312,10/21/2004 0:00,Shipped,8078.4,4800.0
10331,11/17/2004 0:00,Shipped,3257.76,3257.76
10344,11/25/2004 0:00,Shipped,7650.0,4500.0
10367,1/12/2005 0:00,Resolved,4703.81,3700.0
10379,2/10/2005 0:00,Shipped,5399.55,3900.0
10407,4/22/2005 0:00,On Hold,14082.8,7600.0
10420,5/29/2005 0:00,In Process,5283.6,3700.0
10108,3/3/2003 0:00,Shipped,3130.82,3130.82
10122,5/8/2003 0:00,Shipped,3112.34,3112.34
10135,7/2/2003 0:00,Shipped,3806.88,3806.88
10147,9/5/2003 0:00,Shipped,2142.14,2142.14
10160,10/11/2003 0:00,Shipped,3364.9,3364.9
10170,11/4/2003 0:00,Shipped,1262.8,1262.8
10181,11/12/2003 0:00,Shipped,1626.24,1626.24
10192,11/20/2003 0:00,Shipped,4088.7,4088.7
10203,12/2/2003 0:00,Shipped,3846.15,3846.15
10212,1/16/2004 0:00,Shipped,1339.8,1339.8
10225,2/22/2004 0:00,Shipped,3039.96,3039.9600000000005
10239,4/12/2004 0:00,Shipped,3400.32,3400.32
10253,6/1/2004 0:00,Cancelled,1930.39,1930.39
10266,7/6/2004 0:00,Shipped,2464.77,2464.77
10278,8/6/2004 0:00,Shipped,2634.94,2634.94
10287,8/30/2004 0:00,Shipped,3625.16,3625.16
10300,10/4/2003 0:00,Shipped,3788.4,3788.4
10310,10/16/2004 0:00,Shipped,1832.6,1832.6
10321,11/4/2004 0:00,Shipped,2905.98,2905.98
10329,11/15/2004 0:00,Shipped,2954.81,2900.0
10342,11/24/2004 0:00,Shipped,3599.75,3599.75
10363,1/6/2005 0:00,Shipped,3686.54,2200.0
10377,2/9/2005 0:00,Shipped,2100.56,2100.56
10389,3/3/2005 0:00,Shipped,3881.78,3881.78
10405,4/14/2005 0:00,Shipped,4509.12,4509.12
10419,5/17/2005 0:00,Shipped,3273.27,3273.2700000000004
10109,3/10/2003 0:00,Shipped,4432.7,3800.0
10122,5/8/2003 0:00,Shipped,4100.99,3100.0
10136,7/4/2003 0:00,Shipped,5274.72,3600.0
10148,9/11/2003 0:00,Shipped,4232.0,2500.0
10161,10/17/2003 0:00,Shipped,6145.44,4800.0
10171,11/5/2003 0:00,Shipped,4680.2,3500.0
10181,11/12/2003 0:00,Shipped,3286.08,2100.0
10192,11/20/2003 0:00,Shipped,7421.3,4700.0
10204,12/2/2003 0:00,Shipped,6432.64,3800.0
10212,1/16/2004 0:00,Shipped,4840.87,4100.0
10226,2/26/2004 0:00,Shipped,3892.08,2400.0
10240,4/13/2004 0:00,Shipped,5526.32,3700.0
10253,6/1/2004 0:00,Cancelled,4459.62,3300.0
10266,7/6/2004 0:00,Shipped,6203.4,4900.0
10278,8/6/2004 0:00,Shipped,3754.05,2900.0
10287,8/30/2004 0:00,Shipped,3516.48,2400.0
10301,10/5/2003 0:00,Shipped,7488.04,4700.0
10310,10/16/2004 0:00,Shipped,3448.08,2400.0
10321,11/4/2004 0:00,Shipped,3734.0,2500.0
10331,11/17/2004 0:00,Shipped,974.1,974.1
10342,11/24/2004 0:00,Shipped,3160.74,2200.0
10356,12/9/2004 0:00,Shipped,1746.63,1746.63
10366,1/10/2005 0:00,Shipped,4207.84,3400.0
10377,2/9/2005 0:00,Shipped,4352.76,3600.0
10390,3/4/2005 0:00,Shipped,1463.7,1463.6999999999998
10406,4/15/2005 0:00,Disputed,7169.28,4800.0
10419,5/17/2005 0:00,Shipped,4594.76,3400.0
10104,1/31/2003 0:00,Shipped,3457.92,2400.0
10115,4/4/2003 0:00,Shipped,7381.16,4600.0
10127,6/3/2003 0:00,Shipped,7146.9,4500.0
10141,8/1/2003 0:00,Shipped,5938.53,3900.0
10151,9/21/2003 0:00,Shipped,7110.91,4300.0
10165,10/22/2003 0:00,Shipped,5032.95,2900.0
10176,11/6/2003 0:00,Shipped,3667.6,2000.0
10184,11/14/2003 0:00,Shipped,7381.16,4600.0
10195,11/25/2003 0:00,Shipped,5128.11,2700.0
10207,12/9/2003 0:00,Shipped,7060.24,4400.0
10219,2/10/2004 0:00,Shipped,8448.64,4300.0
10230,3/15/2004 0:00,Shipped,7300.51,4900.0
10246,5/5/2004 0:00,Shipped,6549.2,4000.0
10259,6/15/2004 0:00,Shipped,5697.9,3000.0
10271,7/20/2004 0:00,Shipped,9169.0,5000.0
10282,8/20/2004 0:00,Shipped,3238.63,2300.0
10292,9/8/2004 0:00,Shipped,4554.94,2600.0
10305,10/13/2004 0:00,Shipped,3934.44,2700.0
10314,10/22/2004 0:00,Shipped,5776.26,4200.0
10324,11/5/2004 0:00,Shipped,7207.45,4700.0
10336,11/20/2004 0:00,Shipped,7460.74,4900.0
10349,12/1/2004 0:00,Shipped,6719.54,3800.0
10358,12/10/2004 0:00,Shipped,2428.0,2000.0
10371,1/23/2005 0:00,Shipped,2602.25,2500.0
10382,2/17/2005 0:00,Shipped,2200.0,2200.0
10412,5/3/2005 0:00,Shipped,6712.93,4100.0
10425,5/31/2005 0:00,In Process,5318.04,2800.0
10100,1/6/2003 0:00,Shipped,3390.0,3390.0
10110,3/18/2003 0:00,Shipped,1608.0,1608.0
10124,5/21/2003 0:00,Shipped,2262.96,2262.96
10149,9/12/2003 0:00,Shipped,1496.64,1496.64
10162,10/18/2003 0:00,Shipped,1879.74,1879.74
10173,11/5/2003 0:00,Shipped,1495.26,1495.26
10182,11/12/2003 0:00,Shipped,2323.7,2323.7
10193,11/21/2003 0:00,Shipped,2491.86,2491.86
10204,12/2/2003 0:00,Shipped,1643.12,1643.12
10214,1/26/2004 0:00,Shipped,1322.16,1322.16
10227,3/2/2004 0:00,Shipped,1423.8,1423.8
10241,4/13/2004 0:00,Shipped,2397.45,2397.4500000000003
10280,8/17/2004 0:00,Shipped,1574.0,1574.0
10288,9/1/2004 0:00,Shipped,1729.0,1729.0
10303,10/6/2004 0:00,Shipped,2255.84,2255.84
10312,10/21/2004 0:00,Shipped,1834.5,1834.5
10332,11/17/2004 0:00,Shipped,3201.5,3201.5
10344,11/25/2004 0:00,Shipped,2276.4,2276.4
10367,1/12/2005 0:00,Resolved,8884.8,4500.0
10379,2/10/2005 0:00,Shipped,1331.1,1331.1
10407,4/22/2005 0:00,On Hold,3051.3,3051.3
10420,5/29/2005 0:00,In Process,2288.52,2288.52
10104,1/31/2003 0:00,Shipped,3772.61,2900.0
10114,4/1/2003 0:00,Shipped,4164.42,3900.0
10127,6/3/2003 0:00,Shipped,6295.95,4500.0
10141,8/1/2003 0:00,Shipped,6287.66,4700.0
10151,9/21/2003 0:00,Shipped,5412.54,4900.0
10165,10/22/2003 0:00,Shipped,5984.14,4600.0
10175,11/6/2003 0:00,Shipped,5891.04,4800.0
10184,11/14/2003 0:00,Shipped,5984.14,4600.0
10195,11/25/2003 0:00,Shipped,3608.15,3500.0
10207,12/9/2003 0:00,Shipped,5752.54,4300.0
10229,3/11/2004 0:00,Shipped,3765.32,2600.0
10246,5/5/2004 0:00,Shipped,2159.96,2159.96
10259,6/15/2004 0:00,Shipped,3379.94,3379.94
10271,7/20/2004 0:00,Shipped,5093.5,5000.0
10281,8/19/2004 0:00,Shipped,5773.44,4800.0
10292,9/8/2004 0:00,Shipped,4528.86,4100.0
10305,10/13/2004 0:00,Shipped,4816.08,3600.0
10313,10/22/2004 0:00,Shipped,3416.78,2900.0
10324,11/5/2004 0:00,Shipped,1236.84,1236.84
10334,11/19/2004 0:00,On Hold,5814.86,4600.0
10349,12/1/2004 0:00,Shipped,5223.48,3800.0
10358,12/10/2004 0:00,Shipped,728.4,728.4000000000001
10370,1/20/2005 0:00,Shipped,3949.0,2200.0
10383,2/22/2005 0:00,Shipped,3843.99,2700.0
10412,5/3/2005 0:00,Shipped,5498.08,5498.08
10425,5/31/2005 0:00,In Process,3777.58,3777.58
10101,1/9/2003 0:00,Shipped,3782.0,2500.0
10110,3/18/2003 0:00,Shipped,3859.68,3300.0
10124,5/21/2003 0:00,Shipped,4431.84,4200.0
10149,9/12/2003 0:00,Shipped,4950.33,3300.0
10162,10/18/2003 0:00,Shipped,4299.7,3800.0
10173,11/5/2003 0:00,Shipped,4492.83,3100.0
10182,11/12/2003 0:00,Shipped,2212.0,2000.0
10193,11/21/2003 0:00,Shipped,4642.88,4400.0
10204,12/2/2003 0:00,Shipped,3206.32,2600.0
10214,1/26/2004 0:00,Shipped,3604.23,2700.0
10227,3/2/2004 0:00,Shipped,7017.76,4600.0
10243,4/26/2004 0:00,Shipped,6154.18,4700.0
10280,8/17/2004 0:00,Shipped,4750.8,3700.0
10288,9/1/2004 0:00,Shipped,3822.92,3100.0
10304,10/11/2004 0:00,Shipped,2440.8,2400.0
10312,10/21/2004 0:00,Shipped,4729.36,3100.0
10322,11/4/2004 0:00,Shipped,12536.5,5000.0
10332,11/17/2004 0:00,Shipped,2264.15,2264.15
10344,11/25/2004 0:00,Shipped,3928.2,3000.0
10356,12/9/2004 0:00,Shipped,3630.22,2900.0
10367,1/12/2005 0:00,Resolved,4196.07,2700.0
10380,2/16/2005 0:00,Shipped,4931.6,4000.0
10390,3/4/2005 0:00,Shipped,3068.69,3068.69
10409,4/23/2005 0:00,Shipped,785.64,600.0
10420,5/29/2005 0:00,In Process,4977.0,4500.0
10103,1/29/2003 0:00,Shipped,1189.98,1189.98
10114,4/1/2003 0:00,Shipped,3090.15,3090.15
10126,5/28/2003 0:00,Shipped,2795.86,2795.86
10140,7/24/2003 0:00,Shipped,2851.54,2851.54
10151,9/21/2003 0:00,Shipped,2701.92,2701.92
10165,10/22/2003 0:00,Shipped,2204.1,2204.1
10175,11/6/2003 0:00,Shipped,2840.48,2840.48
10184,11/14/2003 0:00,Shipped,2647.04,2647.04
10194,11/25/2003 0:00,Shipped,3172.05,3172.05
10207,12/9/2003 0:00,Shipped,2585.93,2585.93
10217,2/4/2004 0:00,Shipped,2148.3,2148.3
10229,3/11/2004 0:00,Shipped,1667.4,1667.4
10246,5/5/2004 0:00,Shipped,1859.7,1859.7
10259,6/15/2004 0:00,Shipped,1476.6,1476.6
10271,7/20/2004 0:00,Shipped,1732.0,1732.0
10281,8/19/2004 0:00,Shipped,1674.17,1674.1699999999998
10291,9/8/2004 0:00,Shipped,1500.98,1500.98
10305,10/13/2004 0:00,Shipped,2192.68,2192.68
10313,10/22/2004 0:00,Shipped,1797.58,1797.58
10322,11/4/2004 0:00,Shipped,2142.35,2142.35
10334,11/19/2004 0:00,On Hold,2086.92,2086.92
10347,11/29/2004 0:00,Shipped,6834.5,5000.0
10357,12/10/2004 0:00,Shipped,2541.59,2541.59
10370,1/20/2005 0:00,Shipped,2130.92,2130.92
10381,2/17/2005 0:00,Shipped,1701.7,1701.6999999999998
10391,3/9/2005 0:00,Shipped,1694.0,1694.0
10412,5/3/2005 0:00,Shipped,2913.53,2913.53
10425,5/31/2005 0:00,In Process,935.18,935.18
10106,2/17/2003 0:00,Shipped,3073.26,3073.26
10120,4/29/2003 0:00,Shipped,2082.49,2082.49
10133,6/27/2003 0:00,Shipped,3394.23,3394.23
10145,8/25/2003 0:00,Shipped,2559.6,2559.6
10168,10/28/2003 0:00,Shipped,1490.16,1490.16
10210,1/12/2004 0:00,Shipped,3844.0,3844.0
10223,2/20/2004 0:00,Shipped,4724.91,4700.0
10235,4/2/2004 0:00,Shipped,1824.72,1824.72
10250,5/11/2004 0:00,Shipped,2668.68,2668.6800000000003
10263,6/28/2004 0:00,Shipped,2843.61,2843.61
10275,7/23/2004 0:00,Shipped,3163.65,3163.65
10284,8/21/2004 0:00,Shipped,2226.11,2226.11
10297,9/16/2004 0:00,Shipped,2069.75,2069.75
10308,10/15/2004 0:00,Shipped,2235.33,2235.3300000000004
10318,11/2/2004 0:00,Shipped,3116.43,3100.0
10327,11/10/2004 0:00,Resolved,4781.7,4500.0
10339,11/23/2004 0:00,Shipped,2810.7,2700.0
10353,12/4/2004 0:00,Shipped,3515.67,2700.0
10374,2/2/2005 0:00,Shipped,2909.34,2909.34
10386,3/1/2005 0:00,Resolved,1570.17,1570.1699999999998
10398,3/30/2005 0:00,Shipped,2613.92,2613.92
10401,4/3/2005 0:00,On Hold,3193.26,3193.26
10416,5/10/2005 0:00,Shipped,1482.6,1482.6
10107,2/24/2003 0:00,Shipped,2055.23,2055.23
10120,4/29/2003 0:00,Shipped,2674.9,2674.9
10134,7/1/2003 0:00,Shipped,1853.4,1853.4
10145,8/25/2003 0:00,Shipped,1490.1,1490.1
10159,10/10/2003 0:00,Shipped,2162.16,2162.16
10168,10/28/2003 0:00,Shipped,2814.28,2814.28
10180,11/11/2003 0:00,Shipped,1605.0,1605.0
10188,11/18/2003 0:00,Shipped,2093.44,2093.44
10201,12/1/2003 0:00,Shipped,1944.3,1944.3
10210,1/12/2004 0:00,Shipped,1986.8,1986.8
10223,2/20/2004 0:00,Shipped,1695.96,1695.96
10236,4/3/2004 0:00,Shipped,1281.56,1281.56
10251,5/18/2004 0:00,Shipped,1774.22,1774.22
10263,6/28/2004 0:00,Shipped,1997.5,1997.5
10275,7/23/2004 0:00,Shipped,2353.2,2353.2000000000003
10285,8/27/2004 0:00,Shipped,981.2,981.2
10298,9/27/2004 0:00,Shipped,1550.72,1550.72
10308,10/15/2004 0:00,Shipped,1771.06,1771.0600000000002
10318,11/2/2004 0:00,Shipped,2213.4,2213.4
10329,11/15/2004 0:00,Shipped,5266.04,3800.0
10339,11/23/2004 0:00,Shipped,1864.8,1864.8
10362,1/5/2005 0:00,Shipped,1142.41,1142.41
10374,2/2/2005 0:00,Shipped,1172.6,1172.6
10389,3/3/2005 0:00,Shipped,6981.0,3900.0
10402,4/7/2005 0:00,Shipped,3064.6,3064.6
10417,5/13/2005 0:00,Disputed,2202.48,2202.48
10101,1/9/2003 0:00,Shipped,3773.38,2600.0
10110,3/18/2003 0:00,Shipped,5074.39,3100.0
10125,5/21/2003 0:00,Shipped,6483.46,3400.0
10139,7/16/2003 0:00,Shipped,7956.46,4100.0
10149,9/12/2003 0:00,Shipped,4230.62,2300.0
10162,10/18/2003 0:00,Shipped,7209.12,4800.0
10173,11/5/2003 0:00,Shipped,3452.68,2200.0
10182,11/12/2003 0:00,Shipped,3047.73,2100.0
10193,11/21/2003 0:00,Shipped,3675.32,2200.0
10205,12/3/2003 0:00,Shipped,7492.4,4000.0
10214,1/26/2004 0:00,Shipped,9534.5,5000.0
10227,3/2/2004 0:00,Shipped,5579.02,2900.0
10244,4/29/2004 0:00,Shipped,5950.34,4300.0
10255,6/4/2004 0:00,Shipped,3726.0,2400.0
10280,8/17/2004 0:00,Shipped,4455.0,2200.0
10289,9/3/2004 0:00,Shipped,8272.34,4300.0
10304,10/11/2004 0:00,Shipped,3577.6,2000.0
10312,10/21/2004 0:00,Shipped,3881.25,2500.0
10322,11/4/2004 0:00,Shipped,5797.44,3600.0
10332,11/17/2004 0:00,Shipped,1264.08,1264.08
10347,11/29/2004 0:00,Shipped,4815.3,2100.0
10356,12/9/2004 0:00,Shipped,4462.2,3000.0
10367,1/12/2005 0:00,Resolved,3033.28,3033.28
10380,2/16/2005 0:00,Shipped,990.78,990.78
10390,3/4/2005 0:00,Shipped,2030.86,2030.86
10421,5/29/2005 0:00,In Process,5433.75,3500.0
10109,3/10/2003 0:00,Shipped,3157.44,2600.0
10123,5/20/2003 0:00,Shipped,5161.2,4600.0
10137,7/10/2003 0:00,Shipped,4346.76,3700.0
10148,9/11/2003 0:00,Shipped,3528.36,2700.0
10161,10/17/2003 0:00,Shipped,3187.8,2300.0
10172,11/5/2003 0:00,Shipped,6023.16,3900.0
10181,11/12/2003 0:00,Shipped,3884.76,2700.0
10192,11/20/2003 0:00,Shipped,4965.84,3800.0
10204,12/2/2003 0:00,Shipped,4169.88,2700.0
10212,1/16/2004 0:00,Shipped,4910.4,4000.0
10226,2/26/2004 0:00,Shipped,3231.36,2400.0
10241,4/13/2004 0:00,Shipped,6853.44,4400.0
10253,6/1/2004 0:00,Cancelled,5177.04,3700.0
10266,7/6/2004 0:00,Shipped,2824.8,2000.0
10278,8/6/2004 0:00,Shipped,4324.32,3900.0
10287,8/30/2004 0:00,Shipped,5052.96,4400.0
10301,10/5/2003 0:00,Shipped,3223.44,2200.0
10311,10/16/2004 0:00,Shipped,5278.68,4300.0
10321,11/4/2004 0:00,Shipped,2851.2,2700.0
10331,11/17/2004 0:00,Shipped,1687.4,1687.4
10343,11/24/2004 0:00,Shipped,1308.0,1308.0
10366,1/10/2005 0:00,Shipped,6144.6,4900.0
10379,2/10/2005 0:00,Shipped,5127.2,2900.0
10407,4/22/2005 0:00,On Hold,6386.16,4100.0
10419,5/17/2005 0:00,Shipped,7695.6,5500.0
10103,1/29/2003 0:00,Shipped,2242.89,2242.89
10112,3/24/2003 0:00,Shipped,2539.89,2300.0
10126,5/28/2003 0:00,Shipped,2795.27,2795.27
10139,7/16/2003 0:00,Shipped,5545.76,4600.0
10150,9/19/2003 0:00,Shipped,4285.46,4285.46
10163,10/20/2003 0:00,Shipped,3329.09,3100.0
10174,11/6/2003 0:00,Shipped,5592.22,4600.0
10183,11/13/2003 0:00,Shipped,3298.55,3298.55
10193,11/21/2003 0:00,Shipped,2609.88,2609.88
10206,12/5/2003 0:00,Shipped,3336.29,3336.29
10215,1/29/2004 0:00,Shipped,5510.05,4900.0
10228,3/10/2004 0:00,Shipped,2504.4,2400.0
10244,4/29/2004 0:00,Shipped,3525.6,3000.0
10257,6/14/2004 0:00,Shipped,4407.0,4407.0
10270,7/19/2004 0:00,Shipped,2983.44,2983.44
10280,8/17/2004 0:00,Shipped,5126.24,4600.0
10291,9/8/2004 0:00,Shipped,5713.79,4700.0
10304,10/11/2004 0:00,Shipped,4613.8,4600.0
10312,10/21/2004 0:00,Shipped,3711.1,3700.0
10322,11/4/2004 0:00,Shipped,3524.73,3300.0
10333,11/18/2004 0:00,Shipped,2795.27,2795.27
10347,11/29/2004 0:00,Shipped,4814.4,4800.0
10357,12/10/2004 0:00,Shipped,3572.33,3572.33
10369,1/20/2005 0:00,Shipped,4581.36,4200.0
10381,2/17/2005 0:00,Shipped,4319.76,4100.0
10391,3/9/2005 0:00,Shipped,1448.0,1448.0
10423,5/30/2005 0:00,In Process,881.4,881.4
10103,1/29/2003 0:00,Shipped,2011.1,2011.1
10111,3/25/2003 0:00,Shipped,1801.24,1801.24
10126,5/28/2003 0:00,Shipped,3390.2,3390.2000000000003
10139,7/16/2003 0:00,Shipped,1424.0,1424.0
10150,9/19/2003 0:00,Shipped,1499.1,1499.1
10163,10/20/2003 0:00,Shipped,3358.08,3358.08
10173,11/5/2003 0:00,Shipped,1504.16,1504.16
10183,11/13/2003 0:00,Shipped,2655.12,2655.12
10193,11/21/2003 0:00,Shipped,1244.16,1244.16
10206,12/5/2003 0:00,Shipped,1888.88,1888.88
10215,1/29/2004 0:00,Shipped,1820.01,1820.01
10228,3/10/2004 0:00,Shipped,2866.95,2866.95
10244,4/29/2004 0:00,Shipped,1394.16,1394.16
10257,6/14/2004 0:00,Shipped,2632.28,2632.28
10269,7/16/2004 0:00,Shipped,2018.56,2018.56
10280,8/17/2004 0:00,Shipped,2954.53,2954.53
10291,9/8/2004 0:00,Shipped,1871.83,1871.83
10304,10/11/2004 0:00,Shipped,1559.04,1559.04
10312,10/21/2004 0:00,Shipped,1880.2,1880.2
10322,11/4/2004 0:00,Shipped,1224.67,1224.67
10332,11/17/2004 0:00,Shipped,2979.08,2600.0
10347,11/29/2004 0:00,Shipped,2208.64,2208.64
10357,12/10/2004 0:00,Shipped,3458.42,3458.42
10369,1/20/2005 0:00,Shipped,1237.88,1237.88
10381,2/17/2005 0:00,Shipped,2723.2,2723.2
10392,3/10/2005 0:00,Shipped,2218.52,2218.52
10423,5/30/2005 0:00,In Process,1665.32,1665.32
10106,2/17/2003 0:00,Shipped,3421.04,3421.04
10119,4/28/2003 0:00,Shipped,1878.66,1878.66
10130,6/16/2003 0:00,Shipped,3853.6,3853.6
10143,8/10/2003 0:00,Shipped,3442.64,3442.6400000000003
10155,10/6/2003 0:00,Shipped,3482.16,3482.16
10167,10/23/2003 0:00,Cancelled,3363.52,3363.5200000000004
10178,11/8/2003 0:00,Shipped,3350.52,3350.52
10186,11/14/2003 0:00,Shipped,2862.72,2862.72
10197,11/26/2003 0:00,Shipped,4036.04,4036.04
10209,1/9/2004 0:00,Shipped,2817.92,2800.0
10222,2/19/2004 0:00,Shipped,4636.38,4636.38
10248,5/7/2004 0:00,Cancelled,1553.58,1553.5800000000002
10262,6/24/2004 0:00,Cancelled,2697.6,2697.6
10273,7/21/2004 0:00,Shipped,3334.04,3334.04
10283,8/20/2004 0:00,Shipped,2059.26,2059.26
10296,9/15/2004 0:00,Shipped,2023.14,2023.14
10307,10/14/2004 0:00,Shipped,2586.64,2586.64
10316,11/1/2004 0:00,Shipped,1987.02,1987.02
10327,11/10/2004 0:00,Resolved,1146.5,1146.5
10338,11/22/2004 0:00,Shipped,2312.24,2312.24
10350,12/2/2004 0:00,Shipped,2793.71,2793.71
10373,1/31/2005 0:00,Shipped,1908.28,1908.28
